"";"Benin";"Burkina Faso";"Gambia";"Ghana";"Guinea";"Guinea-Bissau";"Ivory Coast";"Liberia";"Mali";"Niger";"Nigeria";"Senegal";"Sierra Leone";"Togo";"n_countries"
"Meliola phyllanthicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola physostigmatis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola piperina";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola piptadeniae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola platysepali";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola pleioceratis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola plumbaginis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola pseudospondiadis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola psychotriae";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Meliola pterocarpicola";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Meliola randiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola reflexa";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola rizalensis";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola roureae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola sakawensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola salaciae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola sansevieriae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Meliola scabriseta";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola scott-elliotii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola scytopetali";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola secamones";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola sersalisiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola sesami";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola setariae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola simillima";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Meliola sinuosa";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola smallii";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Meliola smeathmanniae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola sorindeiae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola soroceae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola stenospora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola sterculiae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola stizolobii";0;0;0;0;1;0;0;0;0;0;0;0;1;1;3
"Meliola subdentata";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola substenospora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola tabernaemontanae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola tamarindi";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola teke";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola teramni";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola thalliformis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola thomasii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola thunbergiicola";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola togoensis";0;0;0;1;0;0;0;0;0;0;0;0;1;1;3
"Meliola tricalysiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola trichoscyphae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola trifurcata";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliola triplochitonis";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Meliola tunkiaensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola turraeae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola usteriae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola uvariicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meliola vicina";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola vignae-gracilis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola voacangae";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Meliola voacangicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola warneckei";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Meliola woodiana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliola xylopiae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Meliolina meliolae";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Meliolinella elaeidis";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Melioliphila longisetosa";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Melomastia hyalostoma";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Menisporopsis pirozynskii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Menisporopsis theobromae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Meripilus giganteus ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Merulius insignis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mesniera viennotii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Metacordyceps chlamydosporia";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Metapochonia bulbillosa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Metarhizium acridum";1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"Metarhizium anisopliae";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Metarhizium carneum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Metarhizium flavoviride";1;0;0;0;0;1;0;0;0;1;0;0;0;1;4
"Metarhizium reniforme";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Metasphaeria leonensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Metatrichia horrida";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Metatrichia vesparium";0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
"Metraria brevipes";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Metulocladosporiella musae";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Microascus brevicaulis ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Microascus cinereus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Microascus senegalensis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Microbotryum reticulatum";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Microcera diploa";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Microcera larvarum";0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
"Microcyclus placodisci";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Microdochium albescens";0;0;0;0;1;0;0;1;0;0;0;0;1;0;3
"Microdochium phyllanthi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Microdothella piriformis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Microidium phyllanthi";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Micropeltella depressa";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Micropeltella minima";0;0;0;1;1;0;0;0;0;0;0;0;0;0;2
"Micropeltis cassipoureae ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Micropeltis congoensis";0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"Micropeltis ugandae";0;0;0;1;1;0;0;0;0;0;0;0;0;1;3
"Microphyma myocopron";0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
"Microporellus ellipsosporus";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"Microporellus obovatus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Microporus affinis";0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"Microporus concinnus";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Microporus incomptus";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Microporus xanthopus";1;0;0;1;1;0;0;0;0;0;1;0;1;1;6
"Micropsalliota brunneosperma";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Micropsalliota campestroides";0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
"Micropsalliota elata";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Micropsalliota endophaea";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Microsphaeropsis glumarum";0;0;0;0;0;0;1;0;1;0;0;1;1;0;4
"Microsporum audouinii";0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
"Microsporum canis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Microsporum gypseum";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Microsporum langeronii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Microthecium sepedonioides";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Microthyriella lophirae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Miladina lecithina";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Minimidochium crepuscolare";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Minimidochium setosum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Miyoshiella triseptata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Moelleriella oxystoma ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Moelleriella reineckeana";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Moesziomyces bullatus";1;1;1;1;1;0;1;0;1;1;1;1;1;1;12
"Monascus ruber";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Monilia carbonaria";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Monilochaetes infuscans";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Monodictys fluctuata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Monoicomyces sanctae-helenae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mononema demangei";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Montagnula donacina";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Morganella afra";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Mortierella traversoana";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mucor circinelloides";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Mucor corticola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mucor hiemalis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mucor inaequisporus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Mucor luteus";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mucor racemosus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mucronella togoensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Musicillium theobromae";0;0;0;1;1;0;1;0;0;0;0;0;1;0;4
"Mutinus argentinus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Mutinus bambusinus";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Mutinus zenkeri";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Muyocopron manihoticola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Muyocopron ramicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mycena alphitophora";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mycena atroviolacea";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mycena capillaris";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mycena deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mycena flavescens";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Mycena holoporphyra";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mycena paupercula";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mycena pearsoniana";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mycena sierraleonis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mycena sphaerospora";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mycena termitum";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mycoamaranthus congolensis";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Mycogala insigne";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Mycogone alba";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mycoleptodiscus indicus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mycomedusa guineensis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella berkeleyi";0;0;1;1;1;0;1;0;0;0;1;1;1;1;8
"Mycosphaerella borreriae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella brassicicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella coffeicola";0;0;0;1;1;0;1;0;0;0;1;0;1;1;6
"Mycosphaerella colocasiae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella cruenta";0;0;0;1;0;0;0;1;0;1;1;1;1;1;7
"Mycosphaerella dennettiae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mycosphaerella eumusae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Mycosphaerella gastonis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella gossypina";0;0;0;1;0;0;0;0;0;0;1;1;1;1;5
"Mycosphaerella guineensis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella helenae";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Mycosphaerella henningsii";0;0;0;1;1;0;1;0;1;0;1;0;1;0;6
"Mycosphaerella millegrana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mycosphaerella musicola";0;0;0;1;1;1;1;0;0;0;1;0;1;1;7
"Mycosphaerella pneumatophorae";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Mycosphaerella pterocarpi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella rottboelliae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mycosphaerella sieberiana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Mycosphaerella zeicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Mycosyrinx cissi";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Mycosyrinx globosa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Mycosyrinx microspora";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Mycovellosiella bellynckii";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Mycovellosiella oryzae";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Myriangium duriaei";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Myriogenospora paspali";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Naemacyclus penniseti";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Naemosphaera elaeidis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Nakataea oryzae";0;0;0;1;0;0;1;0;0;0;1;0;0;0;3
"Nalanthamala vermoesenii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Nanoscypha tetraspora";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Narasimhania alismatis";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"Naucoria buettneri";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Naucoria conicopapillata";0;0;0;1;0;0;1;0;0;0;1;0;1;0;4
"Navisporus floccosus";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Nectria cacaoicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Nectria coffeigena";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Nectria coruscans";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Nectria cyathula ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Nectria dealbata";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Nectria fuliginosa";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Nectria fuliginosispora";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Nectria gracilipes";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Nectria gynophila";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Nectria masseei";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Nectria pityrodes";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Nectria pseudotrichia";0;0;0;1;0;0;0;1;0;0;1;0;1;0;4
"Nectria pseudotrichia ";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Nectria xenoderma";0;0;0;1;1;0;0;0;0;0;0;0;1;0;3
"Nectria zeae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Nemania serpens";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Nematostigma caudicium";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Nematostigma clavispora";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Neocordana musae";0;0;0;1;0;0;1;0;0;0;0;0;1;0;3
"Neocosmospora falciformis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Neocosmospora ipomoeae ";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Neocosmospora solani";1;1;1;1;1;0;1;1;0;0;1;1;1;0;10
"Neocosmospora theobromae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Neocosmospora tonkinensis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Neodeightonia subglobosa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Neofusicoccum ribis";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Neohelicosporium aurantiellum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Neolentinus cirrhosus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Neomelanconium deightonii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Neonothopanus hygrophanus";1;1;0;1;1;0;0;0;0;1;0;0;1;1;7
"Neopestalotiopsis formicidarum";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Neopodoconis ampullacea";0;1;0;1;0;0;0;0;0;0;1;0;1;0;4
"Neoscytalidium dimidiatum";0;0;0;1;1;0;1;0;1;0;1;0;0;0;5
"Neozygites floridanus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Neozygites fresenii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Neurospora africana";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora celata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Neurospora crassa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora galapagosensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora goundaensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora inversa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Neurospora pseudocalospora";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora reticulata";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora seminuda";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Neurospora sitophila";0;0;0;1;0;0;1;0;0;0;1;0;1;0;4
"Newinia kigeliae";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Nigrocornus scleroticus";1;0;0;1;1;0;0;0;0;0;1;0;1;0;5
"Nigrofomes melanoporus ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Nigrograna fuscidula";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Nigroporus stipitatus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Nigroporus vinosus";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Nigrospora oryzae";0;1;0;1;1;0;1;0;1;0;0;1;1;1;8
"Nigrospora sacchari";0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"Nitschkia leonensis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Nodulisporium acervatum";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Nodulisporium gregarium";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Nodulisporium sylviforme";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Nothopassalora personata";1;1;1;1;1;0;1;1;1;1;1;1;1;1;13
"Nummularia anthracodes var. gliricidiae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Oceanitis viscidula";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Ocellularia abbayesiana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ocellularia cavata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ocellularia discoidea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ocellularia fumosa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ocellularia grantii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ocellularia obturata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ocellularia scolecospora";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ocellularia subterebrata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ocellularia trypanea";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Ochroconis minima";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ochrolechia palmicola";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Odontiopsis ambigua";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Oehlia diaphana";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Oidiodendron tenuissimum";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Oidium drummondii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Oidium euphorbiae-hirtae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Oidium heveae";0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
"Oidium melongena";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Oidium ricini";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Olivea scitula";0;0;0;1;0;0;0;0;0;0;1;0;1;0;3
"Omphalia reflexa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Oothecium consimile";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Oothyrium butyrospermi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Opegrapha alboatra";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Opegrapha astraea";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Opegrapha cicatrisans";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Opegrapha dekeselii";1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"Opegrapha ectolechiacearum";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Opegrapha epiporina";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Opegrapha humilis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Opegrapha irosina";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Opegrapha lambinonii";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Opegrapha mazosiae";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Opegrapha medusulina";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Opegrapha nigeriensis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Opegrapha porinicola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Opegrapha santessonii";0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"Opegrapha simplicior";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Opegrapha subvulgata";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Opegrapha trochodes";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ophiobolus coicis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Ophiobolus zeae";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps acridiorum";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"Ophiocordyceps australis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps buquetii";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps dipterigena";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps ghanensis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps lloydii";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Ophiocordyceps longispora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps lutea";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps myrmecophila";0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
"Ophiocordyceps nigra";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps nutans";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps pseudogibellulae";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps rubripunctata";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps superficialis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiocordyceps unilateralis";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiodothella palmicola";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Ophiodothis schillingii";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Ormomyces clivinae";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Orphanocoela kranzii";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Ostropella verruculosa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Oudemansiella canarii";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Ovatospora senegalensis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Ovulariopsis erysiphoides";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"Oxydothis elaeidicola";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Padixonia bispora";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Paecilomyces cinnamomeus";0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"Paecilomyces ramosus";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"Paecilomyces variotii";0;0;0;1;0;0;1;0;0;0;1;0;1;0;4
"Palaeocephala cymatelloides";0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"Palawania cocoes";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"Panaeolina foenisecii";0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"Panaeolus bisporus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
